Accession	Title	Technology	Taxonomy	Data Rows	Samples Count	Series Count	Contact	Release Date
GPL758	"GenomeWideEVG_MRK2218"	"spotted oligonucleotide"	"Homo sapiens"	3795	30	1	"Stephen W Edwards"	"Dec 17, 2003"
GPL759	"GenomeWideEVG_MRK2219"	"spotted oligonucleotide"	"Homo sapiens"	8768	30	1	"Stephen W Edwards"	"Dec 17, 2003"
GPL490	"GeneTrack® Human cDNA chip 7.5k"	"spotted DNA/cDNA"	"Homo sapiens"	7399	132	1	"Jin-Soo Kim"	"Dec 12, 2003"
GPL350	"UHN Microarray Centre - Human 19K 3 (Part A)"	"spotted DNA/cDNA"	"Homo sapiens"	19200	47	6	"Felix M. Mesak"	"Dec 07, 2003"
GPL351	"UHN Microarray Centre - Human 19K 3 (Part B)"	"spotted DNA/cDNA"	"Homo sapiens"	19200	47	6	"Felix M. Mesak"	"Dec 07, 2003"
GPL353	"UHN Microarray Centre – Human 19K 2ii (Part A)"	"spotted DNA/cDNA"	"Homo sapiens"	19200	3	2	"Felix M. Mesak"	"Dec 07, 2003"
GPL354	"UHN Microarray Centre – Human 19K 2ii (Part B)"	"spotted DNA/cDNA"	"Homo sapiens"	19200	3	2	"Felix M. Mesak"	"Dec 07, 2003"
GPL349	"NMC 7.7k duplicate human cDNA arrays, 020617"	"spotted DNA/cDNA"	"Homo sapiens"	15488	0	0	"Kristin Nørsett"	"Dec 06, 2003"
GPL506	"Sanger human ver 1"	"spotted DNA/cDNA"	"Homo sapiens"	9928	221	9	"Kristine Hardy"	"Dec 01, 2003"
GPL367	"Rheumatoid Arthritis platform"	"spotted DNA/cDNA"	"Homo sapiens"	13537	21	2	"El Houdaigui Fatiha"	"Nov 30, 2003"
GPL555	"angiogenesis"	"spotted DNA/cDNA"	"Homo sapiens"	20800	18	5	"Anna Tsykin"	"Nov 25, 2003"
GPL371	"Incyte Gene Album Arrays 1-6 - public clones"	"spotted DNA/cDNA"	"Homo sapiens"	37331	15	1	"Terrill K. McClanahan"	"Nov 13, 2003"
GPL570	"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array"	"in situ oligonucleotide"	"Homo sapiens"	54675	147962	5124	"Affymetrix, Inc."	"Nov 07, 2003"
GPL571	"[HG-U133A_2] Affymetrix Human Genome U133A 2.0 Array"	"in situ oligonucleotide"	"Homo sapiens"	22277	23073	603	"Affymetrix, Inc."	"Nov 07, 2003"
GPL561	"Abeta-activated Microglia Part 1"	"spotted DNA/cDNA"	"Homo sapiens"	28800	71	1	"Scott Curtis Lohr"	"Oct 29, 2003"
GPL562	"Abeta-activated Microglia Part 2"	"spotted DNA/cDNA"	"Homo sapiens"	28800	72	1	"Scott Curtis Lohr"	"Oct 29, 2003"
GPL549	"Atlas Human Cardiovascular Array (Cat. #7734-1)"	"spotted DNA/cDNA"	"Homo sapiens"	597	17	2	"BD Biosciences Clontech"	"Oct 18, 2003"
GPL538	"Research Genetics (Invitrogen) - GF211 Microarray Filter"	"spotted DNA/cDNA"	"Homo sapiens"	4132	249	13	"ResGen/Invitrogen Corporation"	"Oct 10, 2003"
GPL520	"MWG Human 10k Array A"	"spotted oligonucleotide"	"Homo sapiens"	10368	50	3	"MWG Biotech"	"Oct 07, 2003"
GPL521	"MWG Human 10k Array B"	"spotted oligonucleotide"	"Homo sapiens"	10368	0	0	"MWG Biotech"	"Oct 07, 2003"
GPL522	"MWG Human 10k Array C"	"spotted oligonucleotide"	"Homo sapiens"	10368	0	0	"MWG Biotech"	"Oct 07, 2003"
GPL523	"MWG Human Cancer Array"	"spotted oligonucleotide"	"Homo sapiens"	1920	0	0	"MWG Biotech"	"Oct 07, 2003"
GPL524	"MWG Chromosome 21 Array"	"spotted oligonucleotide"	"Homo sapiens"	540	0	0	"MWG Biotech"	"Oct 07, 2003"
GPL511	"Hitachi AceGene subset A"	"spotted oligonucleotide"	"Homo sapiens"	10800	2	2	"Motoyuki Otsuka"	"Sep 29, 2003"
GPL486	"Incyte Human UniGEM V 1.0 (GEM-5100, UniGene build 75)"	"spotted DNA/cDNA"	"Homo sapiens"	7267	1	1	"Lilia Maglova-Crowe"	"Sep 20, 2003"
GPL487	"Incyte Human UniGEM V 2.0 (GEM-5112)"	"spotted DNA/cDNA"	"Homo sapiens"	9374	2	1	"Lilia Maglova-Crowe"	"Sep 20, 2003"
GPL355	"Human 10K cDNA Array"	"spotted DNA/cDNA"	"Homo sapiens"	10692	33	1	"Khew-Voon Chin"	"Sep 01, 2003"
GPL262	"Res Gen Human"	"spotted DNA/cDNA"	"Homo sapiens"	4132	28	4	"Susan Keay"	"Aug 24, 2003"
GPL373	"GeneTrack® Human cDNA chip HSVC303"	"spotted DNA/cDNA"	"Homo sapiens"	7399	1	1	"Park Jinwoo"	"Aug 05, 2003"
GPL364	"AECOM 5H series"	"spotted DNA/cDNA"	"Homo sapiens"	8064	0	0	"Weijia Zhang"	"Jul 22, 2003"
GPL365	"AECOM H1 series"	"spotted DNA/cDNA"	"Homo sapiens"	8976	0	0	"Weijia Zhang"	"Jul 22, 2003"
GPL284	"Human UniGene Set RZPD 1"	"spotted DNA/cDNA"	"Homo sapiens"	34560	74	5	"Nancy Mah"	"Jul 08, 2003"
GPL335	"Incyte Human UniGEM V .14"	"spotted DNA/cDNA"	"Homo sapiens"	7166	1	1	"Khurram S Rehman"	"Jun 28, 2003"
GPL345	"H10K(Incyte Human Unigene 1)"	"spotted DNA/cDNA"	"Homo sapiens"	11856	0	0	"Deanna Cole Naeve"	"Jun 25, 2003"
GPL271	"LC-17"	"spotted DNA/cDNA"	"Homo sapiens"	28032	66	1	"Xin Chen"	"Jun 17, 2003"
GPL272	"LC-20"	"spotted DNA/cDNA"	"Homo sapiens"	37632	1	1	"Xin Chen"	"Jun 17, 2003"
GPL334	"Human 10K - Wellcome Trust Sanger Institute"	"spotted DNA/cDNA"	"Homo sapiens"	9984	72	3	"Andrea Pellagatti"	"Jun 06, 2003"
GPL316	"Human 18K set (8.13.2001)"	"spotted DNA/cDNA"	"Homo sapiens"	17754	0	0	"Andrei Mikheev"	"May 21, 2003"
GPL322	"H1 (Incyte Human Unigene 1)"	"spotted DNA/cDNA"	"Homo sapiens"	11552	0	0	"Deanna Cole Naeve"	"May 15, 2003"
GPL312	"GF200 (ResGen)"	"spotted DNA/cDNA"	"Homo sapiens"	5544	15	2	"Jo Ann S. Rinaudo"	"May 06, 2003"
GPL310	"Genes significantly modified in Gestational Diabetes"	"spotted DNA/cDNA"	"Homo sapiens"	435	1	1	"Sylvie Hauguel-de Mouzon"	"Apr 30, 2003"
GPL292	"MWG Human 30k Array A"	"spotted oligonucleotide"	"Homo sapiens"	10368	8	1	"Silvio Bicciato"	"Apr 24, 2003"
GPL257	"NCI_UniGEM2_HCC"	"spotted DNA/cDNA"	"Homo sapiens"	9984	103	2	"Xin Wei Wang"	"Apr 02, 2003"
GPL230	"UP_5Ka"	"spotted DNA/cDNA"	"Homo sapiens"	11520	70	1	"Michael Patrick Morley"	"Mar 31, 2003"
GPL273	"UCSF 3OPHs version 1 human long oligo array"	"spotted oligonucleotide"	"Homo sapiens"	14001	14	1	"David J Erle"	"Mar 18, 2003"
GPL274	"UCSF 4Hs version 2 human long oligo array"	"spotted oligonucleotide"	"Homo sapiens"	21341	4	1	"David J Erle"	"Mar 18, 2003"
GPL268	"ACF_SGF_CEA"	"spotted DNA/cDNA"	"Homo sapiens"	4800	4	1	"Jerome Lamartine"	"Mar 11, 2003"
GPL222	"HCI human"	"spotted DNA/cDNA"	"Homo sapiens"	4608	6	1	"K C Malcolm"	"Mar 07, 2003"
GPL263	"ACG_SGF_CEA"	"spotted DNA/cDNA"	"Homo sapiens"	2496	5	1	"Jerome Lamartine"	"Mar 07, 2003"
GPL261	"ADR_SGF_CEA"	"spotted DNA/cDNA"	"Homo sapiens"	5760	5	1	"Jerome Lamartine"	"Mar 06, 2003"
GPL258	"ACX_SGF_CEA"	"spotted DNA/cDNA"	"Homo sapiens"	2496	9	2	"Jerome Lamartine"	"Mar 05, 2003"
GPL259	"ADQ_SGF_CEA"	"spotted DNA/cDNA"	"Homo sapiens"	2400	7	3	"Jerome Lamartine"	"Mar 05, 2003"
GPL217	"Endothelial Cell Chip"	"spotted DNA/cDNA"	"Homo sapiens"	1248	66	1	"Jennifer King"	"Feb 18, 2003"
GPL247	"ISREC-HU10Kb"	"spotted DNA/cDNA"	"Homo sapiens"	10368	2	1	"Richard Iggo"	"Feb 12, 2003"
GPL246	"Affymetrix GeneChip Custom-Made Muscle Chip"	"spotted oligonucleotide"	"Homo sapiens"	4653	63	4	"Eric Hoffman"	"Feb 10, 2003"
GPL191	"Sigma Genosys Panorama Human Apoptosis Gene Array"	"spotted DNA/cDNA"	"Homo sapiens"	216	0	0	"Sigma-Genosys"	"Dec 20, 2002"
GPL192	"Sigma Genosys Panorama Human Cytokine Gene Array"	"spotted DNA/cDNA"	"Homo sapiens"	398	0	0	"Sigma-Genosys"	"Dec 20, 2002"
GPL193	"Sigma Genosys Panorama Human Cytokine Gene Array Version 2"	"spotted DNA/cDNA"	"Homo sapiens"	862	74	3	"Sigma-Genosys"	"Nov 10, 2002"
GPL120	"Ab Microarray 380 (Cat. #K1847-1)"	"antibody"	"Homo sapiens"	768	4	1	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL121	"Atlas Glass Human 1.0 Array (Cat. #7900-1)"	"spotted oligonucleotide"	"Homo sapiens"	1090	19	3	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL122	"Atlas Glass Human 3.8 I Microarray (Cat. #7903-1 & 7904-1)"	"spotted oligonucleotide"	"Homo sapiens"	3757	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL123	"Atlas Glass Human 3.8 II Microarray (Cat. #7910-1)"	"spotted oligonucleotide"	"Homo sapiens"	3757	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL127	"Atlas Human 1.2 Array (Cat. #7850-1)"	"spotted DNA/cDNA"	"Homo sapiens"	1185	187	7	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL128	"Atlas Human 1.2 Array II (Cat. #7852-1)"	"spotted DNA/cDNA"	"Homo sapiens"	1185	19	3	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL129	"Atlas Human 1.2 Array III (Cat. #7855-1)"	"spotted DNA/cDNA"	"Homo sapiens"	1185	3	1	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL130	"Atlas Human Apoptosis Array (Cat. #7743-1)"	"spotted DNA/cDNA"	"Homo sapiens"	214	6	1	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL131	"Atlas Human Cancer 1.2 Array (Cat. #7851-1)"	"spotted DNA/cDNA"	"Homo sapiens"	1185	117	5	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL132	"Atlas Human Cancer cDNA Expression Array (Cat. #7742-1)"	"spotted DNA/cDNA"	"Homo sapiens"	597	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL134	"Atlas Human Cell Cycle Array (Cat. #7748-1)"	"spotted DNA/cDNA"	"Homo sapiens"	120	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL135	"Atlas Human Cell Interaction Array (Cat. #7746-1)"	"spotted DNA/cDNA"	"Homo sapiens"	274	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL136	"Atlas Human Cytokine and Receptor Array (Cat. #7744-1)"	"spotted DNA/cDNA"	"Homo sapiens"	277	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL137	"Atlas Human Hematology and Immunology Array (Cat. #7737-1)"	"spotted DNA/cDNA"	"Homo sapiens"	415	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL138	"Atlas Human Neurobiology Array (Cat. #7736-1)"	"spotted DNA/cDNA"	"Homo sapiens"	597	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL139	"Atlas Human Oncogene and Tumor Suppressor Array (Cat. #7745-1)"	"spotted DNA/cDNA"	"Homo sapiens"	199	56	1	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL140	"Atlas Human Stress Array (Cat. #7747-1)"	"spotted DNA/cDNA"	"Homo sapiens"	243	21	4	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL141	"Atlas Human Toxicology 1.2 Array (Cat. #7859-1)"	"spotted DNA/cDNA"	"Homo sapiens"	1185	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL142	"Atlas Human Toxicology Array II (Cat. #7733-1)"	"spotted DNA/cDNA"	"Homo sapiens"	597	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL143	"Atlas Human cDNA Expression Array (Cat. #7740-1)"	"spotted DNA/cDNA"	"Homo sapiens"	597	61	2	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL150	"Atlas Plastic Human 8K Microarray (Cat. #7905-1)"	"spotted oligonucleotide"	"Homo sapiens"	8354	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL159	"Atlas Select Human Oncogene Array (Cat. #7831-1)"	"spotted DNA/cDNA"	"Homo sapiens"	587	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL160	"Atlas Select Human Tumor Array (Cat. #7830-1)"	"spotted DNA/cDNA"	"Homo sapiens"	478	0	0	"BD Biosciences Clontech"	"Oct 01, 2002"
GPL201	"[HG-Focus] Affymetrix Human HG-Focus Target Array"	"in situ oligonucleotide"	"Homo sapiens"	8793	3860	80	"Affymetrix, Inc."	"Jul 18, 2002"
GPL167	"10k_Print3"	"spotted DNA/cDNA"	"Homo sapiens"	9984	65	2	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL168	"10k_print1"	"spotted DNA/cDNA"	"Homo sapiens"	10176	3	3	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL169	"10k_print2"	"spotted DNA/cDNA"	"Homo sapiens"	9984	24	6	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL170	"5K"	"spotted DNA/cDNA"	"Homo sapiens"	5760	26	1	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL171	"AB-11"	"antibody"	"Homo sapiens"	1152	12	3	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL172	"AB-14"	"antibody"	"Homo sapiens"	1440	12	3	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL173	"AB-8"	"antibody"	"Homo sapiens"	2304	6	2	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL174	"LC-4b"	"spotted DNA/cDNA"	"Homo sapiens"	9216	31	1	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL175	"LC-7b"	"spotted DNA/cDNA"	"Homo sapiens"	9216	59	2	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL176	"LC-8"	"spotted DNA/cDNA"	"Homo sapiens"	18432	73	3	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL177	"SHAD2"	"spotted DNA/cDNA"	"Homo sapiens"	24192	2	1	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL178	"SHZ"	"spotted DNA/cDNA"	"Homo sapiens"	24192	76	5	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL179	"SVA"	"spotted DNA/cDNA"	"Homo sapiens"	6720	12	3	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL180	"SVC"	"spotted DNA/cDNA"	"Homo sapiens"	9216	100	8	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL181	"SHS"	"spotted DNA/cDNA"	"Homo sapiens"	24192	17	2	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL182	"SHV"	"spotted DNA/cDNA"	"Homo sapiens"	24192	37	6	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL183	"SHAI2"	"spotted DNA/cDNA"	"Homo sapiens"	24192	11	1	"Stanford Microarray Database (SMD)"	"Jun 27, 2002"
GPL161	"UCSD BIOGEM Core Human Array"	"spotted DNA/cDNA"	"Homo sapiens"	9242	5	1	"Richard Rouse"	"May 09, 2002"
GPL104	"NIA Neuroarray"	"spotted DNA/cDNA"	"Homo sapiens"	1152	6	1	"Kevin G Becker"	"Apr 03, 2002"
GPL112	"NIA Signal Transduction Array"	"spotted DNA/cDNA"	"Homo sapiens"	1152	0	0	"Kevin G Becker"	"Apr 03, 2002"
GPL74	"[HC_G110] Affymetrix Human Cancer Array"	"in situ oligonucleotide"	"Homo sapiens"	2059	23	1	"Affymetrix, Inc."	"Mar 11, 2002"
GPL80	"[Hu6800] Affymetrix Human Full Length HuGeneFL Array"	"in situ oligonucleotide"	"Homo sapiens"	7129	1490	57	"Affymetrix, Inc."	"Mar 11, 2002"
GPL91	"[HG_U95A] Affymetrix Human Genome U95A Array"	"in situ oligonucleotide"	"Homo sapiens"	12626	1095	59	"Affymetrix, Inc."	"Mar 11, 2002"
GPL92	"[HG_U95B] Affymetrix Human Genome U95B Array"	"in situ oligonucleotide"	"Homo sapiens"	12620	513	15	"Affymetrix, Inc."	"Mar 11, 2002"
GPL93	"[HG_U95C] Affymetrix Human Genome U95C Array"	"in situ oligonucleotide"	"Homo sapiens"	12646	505	15	"Affymetrix, Inc."	"Mar 11, 2002"
GPL94	"[HG_U95D] Affymetrix Human Genome U95D Array"	"in situ oligonucleotide"	"Homo sapiens"	12644	194	8	"Affymetrix, Inc."	"Mar 11, 2002"
GPL95	"[HG_U95E] Affymetrix Human Genome U95E Array"	"in situ oligonucleotide"	"Homo sapiens"	12639	193	8	"Affymetrix, Inc."	"Mar 11, 2002"
GPL96	"[HG-U133A] Affymetrix Human Genome U133A Array"	"in situ oligonucleotide"	"Homo sapiens"	22283	40346	1095	"Affymetrix, Inc."	"Mar 11, 2002"
GPL97	"[HG-U133B] Affymetrix Human Genome U133B Array"	"in situ oligonucleotide"	"Homo sapiens"	22645	7917	165	"Affymetrix, Inc."	"Mar 11, 2002"
GPL98	"[Hu35KsubA] Affymetrix Human 35K SubA Array"	"in situ oligonucleotide"	"Homo sapiens"	8934	318	13	"Affymetrix, Inc."	"Mar 11, 2002"
GPL99	"[Hu35KsubB] Affymetrix Human 35K SubB Array"	"in situ oligonucleotide"	"Homo sapiens"	8924	10	11	"Affymetrix, Inc."	"Mar 11, 2002"
GPL100	"[Hu35KsubC] Affymetrix Human 35K SubC Array"	"in situ oligonucleotide"	"Homo sapiens"	8928	10	11	"Affymetrix, Inc."	"Mar 11, 2002"
GPL101	"[Hu35KsubD] Affymetrix Human 35K SubD Array"	"in situ oligonucleotide"	"Homo sapiens"	8928	10	11	"Affymetrix, Inc."	"Mar 11, 2002"
GPL28	"HumArray 1.14"	"spotted DNA/cDNA"	"Homo sapiens"	2463	61	2	"Donna G Albertson"	"Feb 12, 2002"
GPL44	"FHCRC Human 18K Array"	"spotted DNA/cDNA"	"Homo sapiens"	17588	39	6	"Lynn Graf"	"Feb 09, 2002"
GPL9	"Human Unigene I, part 1"	"spotted DNA/cDNA"	"Homo sapiens"	36864	218	2	"Wolfgang Huber"	"May 31, 2001"
GPL10	"Human Unigene I, part 2"	"spotted DNA/cDNA"	"Homo sapiens"	36864	218	2	"Wolfgang Huber"	"May 31, 2001"
GPL7	"NHGRI_Human_8K"	"spotted DNA/cDNA"	"Homo sapiens"	8192	38	1	"Michael Bittner"	"Jan 24, 2001"
GPL6	"SAGE:10:Sau3A:Homo sapiens"	"SAGE Sau3A"	"Homo sapiens"	210026	15	5	"GEO"	"Jan 04, 2001"
GPL4	"SAGE:10:NlaIII:Homo sapiens"	"SAGE NlaIII"	"Homo sapiens"	265577	580	58	"GEO"	"Sep 28, 2000"
